,tempID,theTime,temperature,groupName
187,196,2020-02-12 01:37:18,294.0,Area51
188,197,2020-02-12 01:37:19,296.0,Area51
189,198,2020-02-12 01:37:19,298.0,Area51
190,199,2020-02-12 01:37:19,300.0,Area51
191,200,2020-02-12 01:37:20,302.0,Area51
192,201,2020-02-12 01:37:20,304.0,Area51
193,202,2020-02-12 01:37:20,306.0,Area51
194,203,2020-02-12 01:37:21,308.0,Area51
195,204,2020-02-12 01:37:21,310.0,Area51
196,205,2020-02-12 01:37:21,312.0,Area51
197,206,2020-02-12 01:37:22,314.0,Area51
198,207,2020-02-12 01:37:22,316.0,Area51
199,208,2020-02-12 01:37:22,318.0,Area51
200,209,2020-02-12 01:37:23,320.0,Area51
201,210,2020-02-12 01:37:23,322.0,Area51
202,211,2020-02-12 01:37:23,324.0,Area51
203,212,2020-02-12 01:37:24,326.0,Area51
204,213,2020-02-12 01:37:24,328.0,Area51
205,214,2020-02-12 01:37:24,330.0,Area51
206,215,2020-02-12 01:37:25,332.0,Area51
207,216,2020-02-12 01:37:25,334.0,Area51
208,217,2020-02-12 01:37:25,336.0,Area51
209,218,2020-02-12 01:37:26,338.0,Area51
210,219,2020-02-12 01:37:26,340.0,Area51
211,220,2020-02-12 01:37:26,342.0,Area51
212,221,2020-02-12 01:37:27,344.0,Area51
213,222,2020-02-12 01:37:27,346.0,Area51
214,223,2020-02-12 01:37:27,348.0,Area51
215,224,2020-02-12 01:37:28,350.0,Area51
216,225,2020-02-12 01:37:28,352.0,Area51
217,226,2020-02-12 01:37:28,354.0,Area51
218,227,2020-02-12 01:37:28,356.0,Area51
219,228,2020-02-12 01:37:29,358.0,Area51
220,229,2020-02-12 01:37:29,360.0,Area51
221,230,2020-02-12 01:37:29,362.0,Area51
222,231,2020-02-12 01:37:30,364.0,Area51
223,232,2020-02-12 01:37:30,366.0,Area51
224,233,2020-02-12 01:37:30,368.0,Area51
225,234,2020-02-12 01:37:31,370.0,Area51
226,235,2020-02-12 01:37:31,372.0,Area51
227,236,2020-02-12 01:37:31,374.0,Area51
228,237,2020-02-12 01:37:32,376.0,Area51
229,238,2020-02-12 01:37:32,378.0,Area51
230,239,2020-02-12 01:37:32,380.0,Area51
231,240,2020-02-12 01:37:33,382.0,Area51
232,241,2020-02-12 01:37:33,384.0,Area51
233,242,2020-02-12 01:37:33,386.0,Area51
234,243,2020-02-12 01:37:34,388.0,Area51
235,244,2020-02-12 01:37:34,390.0,Area51
236,245,2020-02-12 01:37:34,392.0,Area51
237,246,2020-02-12 01:37:35,394.0,Area51
238,247,2020-02-12 01:37:35,396.0,Area51
239,248,2020-02-12 01:37:35,398.0,Area51
240,249,2020-02-12 01:37:36,400.0,Area51
241,250,2020-02-12 01:37:36,402.0,Area51
242,251,2020-02-12 01:37:36,404.0,Area51
243,252,2020-02-12 01:37:37,406.0,Area51
244,253,2020-02-12 01:37:37,408.0,Area51
245,254,2020-02-12 01:37:37,410.0,Area51
246,255,2020-02-12 01:37:38,412.0,Area51
247,256,2020-02-12 01:37:38,414.0,Area51
248,257,2020-02-12 01:37:38,416.0,Area51
249,258,2020-02-12 01:37:39,418.0,Area51
250,259,2020-02-12 01:37:39,420.0,Area51
251,260,2020-02-12 01:37:39,422.0,Area51
252,261,2020-02-12 01:37:40,424.0,Area51
253,262,2020-02-12 01:37:40,426.0,Area51
254,263,2020-02-12 01:37:40,428.0,Area51
255,264,2020-02-12 01:37:41,430.0,Area51
256,265,2020-02-12 01:37:41,432.0,Area51
257,266,2020-02-12 01:37:41,434.0,Area51
258,267,2020-02-12 01:37:42,436.0,Area51
259,268,2020-02-12 01:37:42,438.0,Area51
260,269,2020-02-12 01:37:42,440.0,Area51
261,270,2020-02-12 01:37:43,442.0,Area51
262,271,2020-02-12 01:37:43,444.0,Area51
263,272,2020-02-12 01:37:43,446.0,Area51
264,273,2020-02-12 01:37:44,448.0,Area51
265,274,2020-02-12 01:37:44,450.0,Area51
266,275,2020-02-12 01:37:44,452.0,Area51
267,276,2020-02-12 01:37:44,454.0,Area51
268,277,2020-02-12 01:37:45,456.0,Area51
269,278,2020-02-12 01:37:45,458.0,Area51
270,279,2020-02-12 01:37:45,460.0,Area51
271,280,2020-02-12 01:37:46,462.0,Area51
272,281,2020-02-12 01:37:46,464.0,Area51
273,282,2020-02-12 01:37:46,466.0,Area51
274,283,2020-02-12 01:37:47,468.0,Area51
275,284,2020-02-12 01:37:47,470.0,Area51
276,285,2020-02-12 01:37:47,472.0,Area51
277,286,2020-02-12 01:37:48,474.0,Area51
278,287,2020-02-12 01:37:48,476.0,Area51
279,288,2020-02-12 01:37:48,478.0,Area51
280,289,2020-02-12 01:37:49,480.0,Area51
281,290,2020-02-12 01:37:49,482.0,Area51
282,291,2020-02-12 01:37:49,484.0,Area51
283,292,2020-02-12 01:37:50,486.0,Area51
284,293,2020-02-12 01:37:50,488.0,Area51
285,294,2020-02-12 01:37:50,490.0,Area51
286,295,2020-02-12 01:37:51,492.0,Area51
287,296,2020-02-12 01:37:51,494.0,Area51
288,297,2020-02-12 01:37:51,496.0,Area51
289,298,2020-02-12 01:37:52,498.0,Area51
290,299,2020-02-12 01:37:52,500.0,Area51
291,300,2020-02-12 01:37:52,502.0,Area51
292,301,2020-02-12 01:37:53,504.0,Area51
293,302,2020-02-12 01:37:53,506.0,Area51
294,303,2020-02-12 01:37:53,508.0,Area51
295,304,2020-02-12 01:37:54,510.0,Area51
296,305,2020-02-12 01:37:54,512.0,Area51
297,306,2020-02-12 01:37:54,514.0,Area51
298,307,2020-02-12 01:37:55,516.0,Area51
299,308,2020-02-12 01:37:55,518.0,Area51
300,309,2020-02-12 01:37:55,520.0,Area51
301,310,2020-02-12 01:37:56,522.0,Area51
302,311,2020-02-12 01:37:56,524.0,Area51
303,312,2020-02-12 01:37:56,526.0,Area51
304,313,2020-02-12 01:37:57,528.0,Area51
305,314,2020-02-12 01:37:57,530.0,Area51
306,315,2020-02-12 01:37:57,532.0,Area51
307,316,2020-02-12 01:37:58,534.0,Area51
308,317,2020-02-12 01:37:58,536.0,Area51
309,318,2020-02-12 01:37:58,538.0,Area51
310,319,2020-02-12 01:37:59,540.0,Area51
311,320,2020-02-12 01:37:59,542.0,Area51
312,321,2020-02-12 01:37:59,544.0,Area51
313,322,2020-02-12 01:38:00,546.0,Area51
314,323,2020-02-12 01:38:00,548.0,Area51
315,324,2020-02-12 01:38:00,550.0,Area51
316,325,2020-02-12 01:38:01,552.0,Area51
317,326,2020-02-12 01:38:01,554.0,Area51
318,327,2020-02-12 01:38:01,556.0,Area51
319,328,2020-02-12 01:38:02,558.0,Area51
320,329,2020-02-12 01:38:02,560.0,Area51
321,330,2020-02-12 01:38:02,562.0,Area51
322,331,2020-02-12 01:38:03,564.0,Area51
323,332,2020-02-12 01:38:03,566.0,Area51
324,333,2020-02-12 01:38:03,568.0,Area51
325,334,2020-02-12 01:38:04,570.0,Area51
326,335,2020-02-12 01:38:04,572.0,Area51
327,336,2020-02-12 01:38:04,574.0,Area51
328,337,2020-02-12 01:38:05,576.0,Area51
329,338,2020-02-12 01:38:05,578.0,Area51
330,339,2020-02-12 01:38:05,580.0,Area51
331,340,2020-02-12 01:38:06,582.0,Area51
332,341,2020-02-12 01:38:06,584.0,Area51
333,342,2020-02-12 01:38:06,586.0,Area51
334,343,2020-02-12 01:38:06,588.0,Area51
335,344,2020-02-12 01:38:07,590.0,Area51
336,345,2020-02-12 01:38:07,592.0,Area51
337,346,2020-02-12 01:38:07,594.0,Area51
338,347,2020-02-12 01:38:08,596.0,Area51
339,348,2020-02-12 01:38:08,598.0,Area51
340,349,2020-02-12 01:38:08,600.0,Area51
341,350,2020-02-12 01:38:09,602.0,Area51
342,351,2020-02-12 01:38:09,604.0,Area51
343,352,2020-02-12 01:38:09,606.0,Area51
344,353,2020-02-12 01:38:10,608.0,Area51
345,354,2020-02-12 01:38:10,610.0,Area51
346,355,2020-02-12 01:38:10,612.0,Area51
347,356,2020-02-12 01:38:12,616.0,Area51
348,357,2020-02-12 01:38:12,618.0,Area51
349,358,2020-02-12 01:38:12,620.0,Area51
350,359,2020-02-12 01:38:13,622.0,Area51
351,360,2020-02-12 01:38:13,624.0,Area51
352,361,2020-02-12 01:38:13,626.0,Area51
353,362,2020-02-12 01:38:14,628.0,Area51
354,363,2020-02-12 01:38:14,630.0,Area51
355,364,2020-02-12 01:38:14,632.0,Area51
356,365,2020-02-12 01:38:15,634.0,Area51
357,366,2020-02-12 01:38:15,636.0,Area51
358,367,2020-02-12 01:38:15,638.0,Area51
359,368,2020-02-12 01:38:16,640.0,Area51
360,369,2020-02-12 01:38:16,642.0,Area51
361,370,2020-02-12 01:38:16,644.0,Area51
362,371,2020-02-12 01:38:17,646.0,Area51
363,372,2020-02-12 01:38:17,648.0,Area51
364,373,2020-02-12 01:38:17,650.0,Area51
365,374,2020-02-12 01:38:18,652.0,Area51
366,375,2020-02-12 01:38:18,654.0,Area51
367,376,2020-02-12 01:38:18,656.0,Area51
368,377,2020-02-12 01:38:19,658.0,Area51
369,378,2020-02-12 01:38:19,660.0,Area51
370,379,2020-02-12 01:38:19,662.0,Area51
371,380,2020-02-12 01:38:20,664.0,Area51
372,381,2020-02-12 01:38:20,666.0,Area51
373,382,2020-02-12 01:38:20,668.0,Area51
374,383,2020-02-12 01:38:21,670.0,Area51
375,384,2020-02-12 01:38:21,672.0,Area51
376,385,2020-02-12 01:38:21,674.0,Area51
377,386,2020-02-12 01:38:22,676.0,Area51
378,387,2020-02-12 01:38:22,678.0,Area51
379,388,2020-02-12 01:38:22,680.0,Area51
380,389,2020-02-12 01:38:22,682.0,Area51
381,390,2020-02-12 01:38:23,684.0,Area51
382,391,2020-02-12 01:38:23,686.0,Area51
383,392,2020-02-12 01:38:23,688.0,Area51
384,393,2020-02-12 01:38:24,690.0,Area51
385,394,2020-02-12 01:38:24,692.0,Area51
386,395,2020-02-12 01:38:24,694.0,Area51
387,396,2020-02-12 01:38:25,696.0,Area51
388,397,2020-02-12 01:38:25,698.0,Area51
389,399,2020-02-12 01:38:26,702.0,Area51
390,400,2020-02-12 01:38:26,704.0,Area51
391,401,2020-02-12 01:38:27,706.0,Area51
392,402,2020-02-12 01:38:27,708.0,Area51
393,403,2020-02-12 01:38:27,710.0,Area51
394,404,2020-02-12 01:38:28,712.0,Area51
395,405,2020-02-12 01:38:28,714.0,Area51
396,406,2020-02-12 01:38:28,716.0,Area51
397,407,2020-02-12 01:38:29,718.0,Area51
398,408,2020-02-12 01:38:29,720.0,Area51
399,409,2020-02-12 01:38:29,722.0,Area51
400,410,2020-02-12 01:38:30,724.0,Area51
401,411,2020-02-12 01:38:30,726.0,Area51
402,412,2020-02-12 01:38:30,728.0,Area51
403,413,2020-02-12 01:38:30,730.0,Area51
404,414,2020-02-12 01:38:31,732.0,Area51
405,415,2020-02-12 01:38:31,734.0,Area51
406,416,2020-02-12 01:38:31,736.0,Area51
407,417,2020-02-12 01:38:32,738.0,Area51
408,418,2020-02-12 01:38:32,740.0,Area51
409,419,2020-02-12 01:38:32,742.0,Area51
410,420,2020-02-12 01:38:33,744.0,Area51
411,421,2020-02-12 01:38:33,746.0,Area51
412,422,2020-02-12 01:38:33,748.0,Area51
413,423,2020-02-12 01:38:34,750.0,Area51
414,424,2020-02-12 01:38:34,752.0,Area51
415,425,2020-02-12 01:38:34,754.0,Area51
416,426,2020-02-12 01:38:35,756.0,Area51
417,427,2020-02-12 01:38:35,758.0,Area51
418,428,2020-02-12 01:38:35,760.0,Area51
419,429,2020-02-12 01:38:36,762.0,Area51
420,430,2020-02-12 01:38:36,764.0,Area51
421,431,2020-02-12 01:38:36,766.0,Area51
422,432,2020-02-12 01:38:37,768.0,Area51
423,433,2020-02-12 01:38:37,770.0,Area51
424,434,2020-02-12 01:38:37,772.0,Area51
425,435,2020-02-12 01:38:38,774.0,Area51
426,436,2020-02-12 01:38:38,776.0,Area51
427,437,2020-02-12 01:38:38,778.0,Area51
428,438,2020-02-12 01:38:39,780.0,Area51
429,439,2020-02-12 01:38:39,782.0,Area51
430,440,2020-02-12 01:38:39,784.0,Area51
431,441,2020-02-12 01:38:40,786.0,Area51
432,442,2020-02-12 01:38:40,788.0,Area51
433,443,2020-02-12 01:38:40,790.0,Area51
434,444,2020-02-12 01:38:41,792.0,Area51
435,445,2020-02-12 01:38:41,794.0,Area51
436,446,2020-02-12 01:38:41,796.0,Area51
437,447,2020-02-12 01:38:42,798.0,Area51
438,448,2020-02-12 01:38:42,800.0,Area51
439,449,2020-02-12 01:38:42,802.0,Area51
440,450,2020-02-12 01:38:43,804.0,Area51
441,451,2020-02-12 01:38:43,806.0,Area51
442,452,2020-02-12 01:38:43,808.0,Area51
443,453,2020-02-12 01:38:43,810.0,Area51
444,454,2020-02-12 01:38:44,812.0,Area51
445,455,2020-02-12 01:38:44,814.0,Area51
446,456,2020-02-12 01:38:45,816.0,Area51
447,457,2020-02-12 01:38:45,818.0,Area51
448,458,2020-02-12 01:38:45,820.0,Area51
449,459,2020-02-12 01:38:46,822.0,Area51
450,460,2020-02-12 01:38:46,824.0,Area51
451,461,2020-02-12 01:38:46,826.0,Area51
452,462,2020-02-12 01:38:46,828.0,Area51
453,463,2020-02-12 01:38:47,830.0,Area51
454,464,2020-02-12 01:38:47,832.0,Area51
455,465,2020-02-12 01:38:47,834.0,Area51
456,466,2020-02-12 01:38:48,836.0,Area51
457,467,2020-02-12 01:38:48,838.0,Area51
458,468,2020-02-12 01:38:48,840.0,Area51
459,469,2020-02-12 01:38:49,123.0,Default Grp
460,470,2020-02-12 01:38:49,842.0,Area51
461,471,2020-02-12 01:38:49,844.0,Area51
462,472,2020-02-12 01:38:49,846.0,Area51
463,473,2020-02-12 01:38:50,848.0,Area51
464,474,2020-02-12 01:38:50,850.0,Area51
465,475,2020-02-12 01:38:50,852.0,Area51
466,476,2020-02-12 01:38:51,854.0,Area51
467,477,2020-02-12 01:38:51,856.0,Area51
468,478,2020-02-12 01:38:51,858.0,Area51
469,479,2020-02-12 01:38:52,860.0,Area51
470,480,2020-02-12 01:38:52,862.0,Area51
471,481,2020-02-12 01:38:52,864.0,Area51
472,482,2020-02-12 01:38:53,866.0,Area51
473,483,2020-02-12 01:38:53,868.0,Area51
474,484,2020-02-12 01:38:53,870.0,Area51
475,485,2020-02-12 01:38:54,872.0,Area51
476,486,2020-02-12 01:38:54,874.0,Area51
477,487,2020-02-12 01:38:55,876.0,Area51
478,488,2020-02-12 01:38:55,878.0,Area51
479,489,2020-02-12 01:38:55,880.0,Area51
480,490,2020-02-12 01:38:56,882.0,Area51
481,491,2020-02-12 01:38:56,884.0,Area51
482,492,2020-02-12 01:38:56,886.0,Area51
483,493,2020-02-12 01:38:56,888.0,Area51
484,494,2020-02-12 01:38:57,890.0,Area51
485,495,2020-02-12 01:38:57,892.0,Area51
486,496,2020-02-12 01:38:57,894.0,Area51
487,497,2020-02-12 01:38:58,896.0,Area51
488,498,2020-02-12 01:38:58,898.0,Area51
489,499,2020-02-12 01:38:58,900.0,Area51
490,500,2020-02-12 01:38:59,902.0,Area51
491,501,2020-02-12 01:38:59,904.0,Area51
492,502,2020-02-12 01:38:59,906.0,Area51
493,503,2020-02-12 01:39:00,908.0,Area51
494,504,2020-02-12 01:39:00,910.0,Area51
495,505,2020-02-12 01:39:00,912.0,Area51
496,506,2020-02-12 01:39:01,914.0,Area51
497,507,2020-02-12 01:39:01,916.0,Area51
498,508,2020-02-12 01:39:01,918.0,Area51
499,509,2020-02-12 01:39:02,920.0,Area51
500,510,2020-02-12 01:39:02,922.0,Area51
501,511,2020-02-12 01:39:02,924.0,Area51
502,512,2020-02-12 01:39:03,926.0,Area51
503,513,2020-02-12 01:39:03,928.0,Area51
504,514,2020-02-12 01:39:03,930.0,Area51
505,515,2020-02-12 01:39:04,932.0,Area51
506,516,2020-02-12 01:39:04,934.0,Area51
507,517,2020-02-12 01:39:04,936.0,Area51
508,518,2020-02-12 01:39:05,938.0,Area51
509,519,2020-02-12 01:39:05,940.0,Area51
510,520,2020-02-12 01:39:05,942.0,Area51
511,521,2020-02-12 01:39:06,944.0,Area51
512,522,2020-02-12 01:39:06,946.0,Area51
513,523,2020-02-12 01:39:06,948.0,Area51
514,524,2020-02-12 01:39:07,950.0,Area51
515,525,2020-02-12 01:39:07,952.0,Area51
516,526,2020-02-12 01:39:07,954.0,Area51
517,527,2020-02-12 01:39:08,956.0,Area51
518,528,2020-02-12 01:39:08,958.0,Area51
519,529,2020-02-12 01:39:08,960.0,Area51
520,530,2020-02-12 01:39:09,962.0,Area51
521,531,2020-02-12 01:39:09,964.0,Area51
522,532,2020-02-12 01:39:09,966.0,Area51
523,533,2020-02-12 01:39:10,968.0,Area51
524,534,2020-02-12 01:39:10,970.0,Area51
525,535,2020-02-12 01:39:10,972.0,Area51
526,536,2020-02-12 01:39:11,974.0,Area51
527,537,2020-02-12 01:39:11,976.0,Area51
528,538,2020-02-12 01:39:11,978.0,Area51
529,539,2020-02-12 01:39:12,980.0,Area51
530,540,2020-02-12 01:39:12,982.0,Area51
531,541,2020-02-12 01:39:12,984.0,Area51
532,542,2020-02-12 01:39:13,986.0,Area51
533,543,2020-02-12 01:39:13,988.0,Area51
534,544,2020-02-12 01:39:13,990.0,Area51
535,545,2020-02-12 01:39:14,992.0,Area51
536,546,2020-02-12 01:39:14,994.0,Area51
537,547,2020-02-12 01:39:14,996.0,Area51
538,548,2020-02-12 01:39:15,998.0,Area51
539,549,2020-02-12 01:39:15,1000.0,Area51
540,550,2020-02-12 01:39:15,1002.0,Area51
541,551,2020-02-12 01:39:15,1004.0,Area51
542,552,2020-02-12 01:39:16,1006.0,Area51
543,553,2020-02-12 01:39:16,1008.0,Area51
544,554,2020-02-12 01:39:16,1010.0,Area51
545,555,2020-02-12 01:39:17,1012.0,Area51
546,556,2020-02-12 01:39:17,1014.0,Area51
547,557,2020-02-12 01:39:17,1016.0,Area51
548,558,2020-02-12 01:39:18,1018.0,Area51
549,559,2020-02-12 01:39:18,1020.0,Area51
550,560,2020-02-12 01:39:18,1022.0,Area51
551,561,2020-02-12 01:39:19,1024.0,Area51
552,562,2020-02-12 01:39:19,1026.0,Area51
553,563,2020-02-12 01:39:19,1028.0,Area51
554,564,2020-02-12 01:39:20,1030.0,Area51
