"DataID","temp1","temp2","ldr","heater","humidity1","humidity2","pump","TimeRead"
"121","40","0","0","0","0","0","0","2020-12-06 14:19:13"
"122","0","22","0","0","0","0","0","2020-12-06 14:19:13"
"123","0","0","0","0","43","0","0","2020-12-06 14:19:13"
"124","0","0","0","0","0","43","0","2020-12-06 14:19:13"
"125","36","0","0","0","0","0","0","2020-12-06 14:19:14"
"126","0","30","0","0","0","0","0","2020-12-06 14:19:14"
"127","0","0","0","0","11","0","0","2020-12-06 14:19:14"
"128","0","0","0","0","0","97","0","2020-12-06 14:19:14"
"129","38","0","0","0","0","0","0","2020-12-06 14:19:15"
"130","0","20","0","0","0","0","0","2020-12-06 14:19:15"
"131","0","0","0","0","40","0","0","2020-12-06 14:19:15"
"132","0","0","0","0","0","97","0","2020-12-06 14:19:15"
"133","0","0","848","0","0","0","0","2020-12-06 14:19:16"
"134","40","0","0","0","0","0","0","2020-12-06 14:19:16"
"135","0","24","0","0","0","0","0","2020-12-06 14:19:16"
"136","0","0","0","0","50","0","0","2020-12-06 14:19:16"
"137","0","0","0","0","0","41","0","2020-12-06 14:19:16"
"138","0","0","0","0","0","0","OFF","2020-12-06 14:19:17"
"139","0","0","0","OFF","0","0","0","2020-12-06 14:19:17"
"140","38","0","0","0","0","0","0","2020-12-06 14:19:17"
"141","0","22","0","0","0","0","0","2020-12-06 14:19:17"
"142","0","0","0","0","20","0","0","2020-12-06 14:19:17"
"143","0","0","0","0","0","49","0","2020-12-06 14:19:17"
"144","37","0","0","0","0","0","0","2020-12-06 14:19:18"
"145","0","23","0","0","0","0","0","2020-12-06 14:19:18"
"146","0","0","0","0","26","0","0","2020-12-06 14:19:18"
"147","0","0","0","0","0","82","0","2020-12-06 14:19:18"
"148","0","0","622","0","0","0","0","2020-12-06 14:19:19"
"149","38","0","0","0","0","0","0","2020-12-06 14:19:19"
"150","0","28","0","0","0","0","0","2020-12-06 14:19:19"
"151","0","0","0","0","26","0","0","2020-12-06 14:19:19"
"152","0","0","0","0","0","99","0","2020-12-06 14:19:19"
"153","32","0","0","0","0","0","0","2020-12-06 14:19:20"
"154","0","28","0","0","0","0","0","2020-12-06 14:19:20"
"155","0","0","0","0","35","0","0","2020-12-06 14:19:20"
"156","0","0","0","0","0","52","0","2020-12-06 14:19:20"
"157","33","0","0","0","0","0","0","2020-12-06 14:19:21"
"158","0","25","0","0","0","0","0","2020-12-06 14:19:21"
"159","0","0","0","0","21","0","0","2020-12-06 14:19:21"
"160","0","0","0","0","0","68","0","2020-12-06 14:19:21"
"161","0","0","0","0","0","0","OFF","2020-12-06 14:19:22"
"162","0","0","0","ON","0","0","0","2020-12-06 14:19:22"
"163","0","0","361","0","0","0","0","2020-12-06 14:19:22"
"164","37","0","0","0","0","0","0","2020-12-06 14:19:22"
"165","0","27","0","0","0","0","0","2020-12-06 14:19:22"
"166","0","0","0","0","16","0","0","2020-12-06 14:19:22"
"167","0","0","0","0","0","65","0","2020-12-06 14:19:22"
"168","30","0","0","0","0","0","0","2020-12-06 14:19:23"
"169","0","0","0","0","25","0","0","2020-12-06 14:19:23"
"170","0","27","0","0","0","0","0","2020-12-06 14:19:23"
"171","0","0","0","0","0","47","0","2020-12-06 14:19:23"
"172","35","0","0","0","0","0","0","2020-12-06 14:19:24"
"173","0","28","0","0","0","0","0","2020-12-06 14:19:24"
"174","0","0","0","0","44","0","0","2020-12-06 14:19:24"
"175","0","0","0","0","0","55","0","2020-12-06 14:19:24"
"176","0","0","837","0","0","0","0","2020-12-06 14:19:25"
"177","37","0","0","0","0","0","0","2020-12-06 14:19:25"
"178","0","0","0","0","40","0","0","2020-12-06 14:19:25"
"179","0","26","0","0","0","0","0","2020-12-06 14:19:25"
"180","0","0","0","0","0","52","0","2020-12-06 14:19:25"
"181","30","0","0","0","0","0","0","2020-12-06 14:19:26"
"182","0","0","0","0","12","0","0","2020-12-06 14:19:26"
"183","0","22","0","0","0","0","0","2020-12-06 14:19:26"
"184","0","0","0","0","0","70","0","2020-12-06 14:19:26"
"185","0","0","0","0","0","0","OFF","2020-12-06 14:19:27"
"186","0","0","0","ON","0","0","0","2020-12-06 14:19:27"
"187","39","0","0","0","0","0","0","2020-12-06 14:19:27"
"188","0","0","0","0","14","0","0","2020-12-06 14:19:27"
"189","0","20","0","0","0","0","0","2020-12-06 14:19:27"
"190","0","0","0","0","0","46","0","2020-12-06 14:19:27"
"191","0","0","790","0","0","0","0","2020-12-06 14:19:28"
"192","35","0","0","0","0","0","0","2020-12-06 14:19:28"
"193","0","0","0","0","29","0","0","2020-12-06 14:19:28"
"194","0","0","0","0","0","91","0","2020-12-06 14:19:28"
"195","0","25","0","0","0","0","0","2020-12-06 14:19:28"
"196","39","0","0","0","0","0","0","2020-12-06 14:19:29"
"197","0","0","0","0","31","0","0","2020-12-06 14:19:29"
"198","0","0","0","0","0","50","0","2020-12-06 14:19:29"
"199","0","30","0","0","0","0","0","2020-12-06 14:19:29"
"200","36","0","0","0","0","0","0","2020-12-06 14:19:30"
"201","0","0","0","0","54","0","0","2020-12-06 14:19:30"
"202","0","0","0","0","0","78","0","2020-12-06 14:19:31"
"203","0","30","0","0","0","0","0","2020-12-06 14:19:31"
"204","0","0","619","0","0","0","0","2020-12-06 14:19:31"
"205","30","0","0","0","0","0","0","2020-12-06 14:19:31"
"206","0","0","0","0","28","0","0","2020-12-06 14:19:32"
"207","0","0","0","0","0","46","0","2020-12-06 14:19:32"
"208","0","30","0","0","0","0","0","2020-12-06 14:19:32"
"209","0","0","0","0","0","0","OFF","2020-12-06 14:19:32"
"210","0","0","0","OFF","0","0","0","2020-12-06 14:19:32"
"211","40","0","0","0","0","0","0","2020-12-06 14:19:32"
"212","0","0","0","0","43","0","0","2020-12-06 14:19:33"
"213","0","0","0","0","0","51","0","2020-12-06 14:19:33"
"214","0","30","0","0","0","0","0","2020-12-06 14:19:33"
"215","32","0","0","0","0","0","0","2020-12-06 14:19:34"
"216","0","0","0","0","45","0","0","2020-12-06 14:19:34"
"217","0","0","0","0","0","90","0","2020-12-06 14:19:34"
"218","0","23","0","0","0","0","0","2020-12-06 14:19:34"
"219","0","0","206","0","0","0","0","2020-12-06 14:19:34"
"220","39","0","0","0","0","0","0","2020-12-06 14:19:35"
"221","0","0","0","0","51","0","0","2020-12-06 14:19:35"
"222","0","0","0","0","0","56","0","2020-12-06 14:19:35"
"223","0","27","0","0","0","0","0","2020-12-06 14:19:35"
"224","37","0","0","0","0","0","0","2020-12-06 14:19:36"
"225","0","0","0","0","16","0","0","2020-12-06 14:19:36"
"226","0","0","0","0","0","54","0","2020-12-06 14:19:36"
"227","0","30","0","0","0","0","0","2020-12-06 14:19:36"
"228","35","0","0","0","0","0","0","2020-12-06 14:19:37"
"229","0","0","0","0","44","0","0","2020-12-06 14:19:37"
"230","0","0","0","0","0","64","0","2020-12-06 14:19:37"
"231","0","29","0","0","0","0","0","2020-12-06 14:19:37"
"232","0","0","0","0","0","0","OFF","2020-12-06 14:19:37"
"233","0","0","0","OFF","0","0","0","2020-12-06 14:19:37"
"234","0","0","746","0","0","0","0","2020-12-06 14:19:37"
"235","39","0","0","0","0","0","0","2020-12-06 14:19:38"
"236","0","0","0","0","34","0","0","2020-12-06 14:19:38"
"237","0","0","0","0","0","83","0","2020-12-06 14:19:38"
"238","0","30","0","0","0","0","0","2020-12-06 14:19:38"
"239","37","0","0","0","0","0","0","2020-12-06 14:19:39"
"240","0","0","0","0","53","0","0","2020-12-06 14:19:39"
"241","0","0","0","0","0","49","0","2020-12-06 14:19:39"
"242","0","20","0","0","0","0","0","2020-12-06 14:19:39"
"243","35","0","0","0","0","0","0","2020-12-06 14:19:40"
"244","0","0","0","0","39","0","0","2020-12-06 14:19:40"
"245","0","0","0","0","0","44","0","2020-12-06 14:19:40"
"246","0","27","0","0","0","0","0","2020-12-06 14:19:40"
"247","0","0","704","0","0","0","0","2020-12-06 14:19:40"
"248","32","0","0","0","0","0","0","2020-12-06 14:19:41"
"249","0","0","0","0","19","0","0","2020-12-06 14:19:41"
"250","0","0","0","0","0","58","0","2020-12-06 14:19:41"
"251","0","20","0","0","0","0","0","2020-12-06 14:19:41"
"252","36","0","0","0","0","0","0","2020-12-06 14:19:42"
"253","0","0","0","0","23","0","0","2020-12-06 14:19:42"
"254","0","0","0","0","0","62","0","2020-12-06 14:19:42"
"255","0","30","0","0","0","0","0","2020-12-06 14:19:42"
"256","0","0","0","0","0","0","OFF","2020-12-06 14:19:42"
"257","0","0","0","ON","0","0","0","2020-12-06 14:19:42"
"258","38","0","0","0","0","0","0","2020-12-06 14:19:43"
"259","0","0","0","0","26","0","0","2020-12-06 14:19:43"
"260","0","0","0","0","0","94","0","2020-12-06 14:19:43"
"261","0","20","0","0","0","0","0","2020-12-06 14:19:43"
"262","0","0","665","0","0","0","0","2020-12-06 14:19:43"
"263","40","0","0","0","0","0","0","2020-12-06 14:19:44"
"264","0","0","0","0","21","0","0","2020-12-06 14:19:44"
"265","0","0","0","0","0","99","0","2020-12-06 14:19:44"
"266","0","23","0","0","0","0","0","2020-12-06 14:19:44"
"267","31","0","0","0","0","0","0","2020-12-06 14:19:45"
"268","0","0","0","0","41","0","0","2020-12-06 14:19:45"
"269","0","0","0","0","0","51","0","2020-12-06 14:19:45"
"270","0","30","0","0","0","0","0","2020-12-06 14:19:45"
"271","40","0","0","0","0","0","0","2020-12-06 14:19:46"
"272","0","0","0","0","39","0","0","2020-12-06 14:19:46"
"273","0","21","0","0","0","0","0","2020-12-06 14:19:46"
"274","0","0","0","0","0","53","0","2020-12-06 14:19:46"
"275","0","0","760","0","0","0","0","2020-12-06 14:19:46"
"276","31","0","0","0","0","0","0","2020-12-06 14:19:47"
"277","0","0","0","0","42","0","0","2020-12-06 14:19:47"
"278","0","28","0","0","0","0","0","2020-12-06 14:19:47"
"279","0","0","0","0","0","0","ON","2020-12-06 14:19:47"
"280","0","0","0","0","0","50","0","2020-12-06 14:19:47"
"281","0","0","0","OFF","0","0","0","2020-12-06 14:19:47"
"282","38","0","0","0","0","0","0","2020-12-06 14:19:48"
"283","0","0","0","0","40","0","0","2020-12-06 14:19:48"
"284","0","24","0","0","0","0","0","2020-12-06 14:19:48"
"285","0","0","0","0","0","67","0","2020-12-06 14:19:48"
"286","38","0","0","0","0","0","0","2020-12-06 14:19:49"
"287","0","0","0","0","16","0","0","2020-12-06 14:19:49"
"288","0","27","0","0","0","0","0","2020-12-06 14:19:49"
"289","0","0","0","0","0","99","0","2020-12-06 14:19:49"
"290","0","0","820","0","0","0","0","2020-12-06 14:19:49"
"291","37","0","0","0","0","0","0","2020-12-06 14:19:50"
"292","0","0","0","0","20","0","0","2020-12-06 14:19:50"
"293","0","25","0","0","0","0","0","2020-12-06 14:19:50"
"294","0","0","0","0","0","65","0","2020-12-06 14:19:50"
"295","33","0","0","0","0","0","0","2020-12-06 14:19:51"
"296","0","0","0","0","5","0","0","2020-12-06 14:19:51"
"297","0","23","0","0","0","0","0","2020-12-06 14:19:51"
"298","0","0","0","0","0","91","0","2020-12-06 14:19:51"
"299","0","0","0","0","0","0","OFF","2020-12-06 14:19:52"
"300","0","0","0","OFF","0","0","0","2020-12-06 14:19:52"
"301","38","0","0","0","0","0","0","2020-12-06 14:19:52"
"302","0","0","0","0","6","0","0","2020-12-06 14:19:52"
"303","0","23","0","0","0","0","0","2020-12-06 14:19:52"
"304","0","0","0","0","0","47","0","2020-12-06 14:19:52"
"305","0","0","939","0","0","0","0","2020-12-06 14:19:52"
"306","37","0","0","0","0","0","0","2020-12-06 14:19:53"
"307","0","0","0","0","58","0","0","2020-12-06 14:19:53"
"308","0","26","0","0","0","0","0","2020-12-06 14:19:53"
"309","0","0","0","0","0","86","0","2020-12-06 14:19:53"
"310","31","0","0","0","0","0","0","2020-12-06 14:19:54"
"311","0","0","0","0","37","0","0","2020-12-06 14:19:54"
"312","0","28","0","0","0","0","0","2020-12-06 14:19:54"
"313","0","0","0","0","0","91","0","2020-12-06 14:19:54"
"314","38","0","0","0","0","0","0","2020-12-06 14:19:55"
"315","0","0","0","0","60","0","0","2020-12-06 14:19:55"
"316","0","26","0","0","0","0","0","2020-12-06 14:19:55"
"317","0","0","0","0","0","97","0","2020-12-06 14:19:55"
"318","0","0","815","0","0","0","0","2020-12-06 14:19:55"
"319","38","0","0","0","0","0","0","2020-12-06 14:19:56"
"320","0","0","0","0","36","0","0","2020-12-06 14:19:56"
"321","0","20","0","0","0","0","0","2020-12-06 14:19:56"
"322","0","0","0","0","0","58","0","2020-12-06 14:19:56"
"323","0","0","0","0","0","0","OFF","2020-12-06 14:19:57"
"324","0","0","0","ON","0","0","0","2020-12-06 14:19:57"
"325","36","0","0","0","0","0","0","2020-12-06 14:19:57"
"326","0","0","0","0","23","0","0","2020-12-06 14:19:57"
"327","0","21","0","0","0","0","0","2020-12-06 14:19:57"
"328","0","0","0","0","0","51","0","2020-12-06 14:19:57"
"329","36","0","0","0","0","0","0","2020-12-06 14:19:58"
"330","0","0","0","0","10","0","0","2020-12-06 14:19:58"
"331","0","20","0","0","0","0","0","2020-12-06 14:19:58"
"332","0","0","0","0","0","73","0","2020-12-06 14:19:58"
"333","0","0","937","0","0","0","0","2020-12-06 14:19:58"
"334","30","0","0","0","0","0","0","2020-12-06 14:19:59"
"335","0","0","0","0","21","0","0","2020-12-06 14:19:59"
"336","0","27","0","0","0","0","0","2020-12-06 14:19:59"
"337","0","0","0","0","0","60","0","2020-12-06 14:19:59"
"338","40","0","0","0","0","0","0","2020-12-06 14:20:00"
"339","0","0","0","0","40","0","0","2020-12-06 14:20:00"
"340","0","24","0","0","0","0","0","2020-12-06 14:20:00"
"341","0","0","0","0","0","90","0","2020-12-06 14:20:00"
"342","37","0","0","0","0","0","0","2020-12-06 14:20:01"
"343","0","0","741","0","0","0","0","2020-12-06 14:20:01"
"344","0","0","0","0","17","0","0","2020-12-06 14:20:01"
"345","0","30","0","0","0","0","0","2020-12-06 14:20:01"
"346","0","0","0","0","0","80","0","2020-12-06 14:20:01"
"347","0","0","0","0","0","0","OFF","2020-12-06 14:20:02"
"348","0","0","0","OFF","0","0","0","2020-12-06 14:20:02"
"349","31","0","0","0","0","0","0","2020-12-06 14:20:02"
"350","0","0","0","0","20","0","0","2020-12-06 14:20:02"
"351","0","26","0","0","0","0","0","2020-12-06 14:20:02"
"352","0","0","0","0","0","93","0","2020-12-06 14:20:02"
"353","36","0","0","0","0","0","0","2020-12-06 14:20:03"
"354","0","0","0","0","37","0","0","2020-12-06 14:20:03"
"355","0","23","0","0","0","0","0","2020-12-06 14:20:03"
"356","0","0","0","0","0","92","0","2020-12-06 14:20:03"
"357","0","0","901","0","0","0","0","2020-12-06 14:20:04"
"358","32","0","0","0","0","0","0","2020-12-06 14:20:04"
"359","0","0","0","0","52","0","0","2020-12-06 14:20:04"
"360","0","29","0","0","0","0","0","2020-12-06 14:20:04"
"361","0","0","0","0","0","42","0","2020-12-06 14:20:04"
"362","34","0","0","0","0","0","0","2020-12-06 14:20:05"
"363","0","0","0","0","7","0","0","2020-12-06 14:20:05"
"364","0","30","0","0","0","0","0","2020-12-06 14:20:05"
"365","0","0","0","0","0","78","0","2020-12-06 14:20:05"
"366","35","0","0","0","0","0","0","2020-12-06 14:20:06"
"367","0","0","0","0","40","0","0","2020-12-06 14:20:06"
"368","0","22","0","0","0","0","0","2020-12-06 14:20:06"
"369","0","0","0","0","0","46","0","2020-12-06 14:20:06"
"370","0","0","0","0","0","0","OFF","2020-12-06 14:20:07"
"371","0","0","0","ON","0","0","0","2020-12-06 14:20:07"
"372","0","0","684","0","0","0","0","2020-12-06 14:20:07"
"373","34","0","0","0","0","0","0","2020-12-06 14:20:07"
"374","0","0","0","0","60","0","0","2020-12-06 14:20:07"
"375","0","23","0","0","0","0","0","2020-12-06 14:20:07"
"376","0","0","0","0","0","88","0","2020-12-06 14:20:07"
"377","36","0","0","0","0","0","0","2020-12-06 14:20:08"
"378","0","0","0","0","43","0","0","2020-12-06 14:20:08"
"379","0","20","0","0","0","0","0","2020-12-06 14:20:08"
"380","0","0","0","0","0","48","0","2020-12-06 14:20:08"
"381","38","0","0","0","0","0","0","2020-12-06 14:20:09"
"382","0","0","0","0","8","0","0","2020-12-06 14:20:09"
"383","0","24","0","0","0","0","0","2020-12-06 14:20:09"
"384","0","0","0","0","0","67","0","2020-12-06 14:20:09"
"385","0","0","867","0","0","0","0","2020-12-06 14:20:10"
"386","0","0","0","0","54","0","0","2020-12-06 14:20:10"
"387","37","0","0","0","0","0","0","2020-12-06 14:20:10"
"388","0","23","0","0","0","0","0","2020-12-06 14:20:10"
"389","0","0","0","0","0","82","0","2020-12-06 14:20:10"
"390","0","0","0","0","46","0","0","2020-12-06 14:20:11"
"391","40","0","0","0","0","0","0","2020-12-06 14:20:11"
"392","0","25","0","0","0","0","0","2020-12-06 14:20:11"
"393","0","0","0","0","0","43","0","2020-12-06 14:20:11"
"394","0","0","0","0","0","0","OFF","2020-12-06 14:20:12"
"395","0","0","0","OFF","0","0","0","2020-12-06 14:20:12"
"396","0","0","0","0","7","0","0","2020-12-06 14:20:12"
"397","35","0","0","0","0","0","0","2020-12-06 14:20:12"
"398","0","25","0","0","0","0","0","2020-12-06 14:20:12"
"399","0","0","0","0","0","88","0","2020-12-06 14:20:12"
"400","0","0","976","0","0","0","0","2020-12-06 14:20:13"
"401","0","0","0","0","19","0","0","2020-12-06 14:20:13"
"402","34","0","0","0","0","0","0","2020-12-06 14:20:13"
"403","0","26","0","0","0","0","0","2020-12-06 14:20:13"
"404","0","0","0","0","0","67","0","2020-12-06 14:20:13"
"405","0","0","0","0","7","0","0","2020-12-06 14:20:14"
"406","35","0","0","0","0","0","0","2020-12-06 14:20:14"
"407","0","27","0","0","0","0","0","2020-12-06 14:20:14"
"408","0","0","0","0","0","63","0","2020-12-06 14:20:14"
"409","0","0","0","0","8","0","0","2020-12-06 14:20:15"
"410","31","0","0","0","0","0","0","2020-12-06 14:20:15"
"411","0","25","0","0","0","0","0","2020-12-06 14:20:15"
"412","0","0","0","0","0","49","0","2020-12-06 14:20:15"
"413","0","0","363","0","0","0","0","2020-12-06 14:20:16"
"414","0","0","0","0","27","0","0","2020-12-06 14:20:16"
"415","40","0","0","0","0","0","0","2020-12-06 14:20:16"
"416","0","21","0","0","0","0","0","2020-12-06 14:20:16"
"417","0","0","0","0","0","87","0","2020-12-06 14:20:16"
"418","0","0","0","0","0","0","ON","2020-12-06 14:20:17"
"419","0","0","0","ON","0","0","0","2020-12-06 14:20:17"
"420","0","0","0","0","39","0","0","2020-12-06 14:20:17"
"421","35","0","0","0","0","0","0","2020-12-06 14:20:17"
"422","0","28","0","0","0","0","0","2020-12-06 14:20:17"
"423","0","0","0","0","0","47","0","2020-12-06 14:20:18"
"424","0","0","0","0","48","0","0","2020-12-06 14:20:18"
"425","35","0","0","0","0","0","0","2020-12-06 14:20:18"
"426","0","22","0","0","0","0","0","2020-12-06 14:20:19"
"427","0","0","0","0","0","54","0","2020-12-06 14:20:19"
"428","0","0","948","0","0","0","0","2020-12-06 14:20:19"
"429","0","0","0","0","36","0","0","2020-12-06 14:20:19"
"430","37","0","0","0","0","0","0","2020-12-06 14:20:19"
"431","0","26","0","0","0","0","0","2020-12-06 14:20:20"
"432","0","0","0","0","0","88","0","2020-12-06 14:20:20"
"433","0","0","0","0","48","0","0","2020-12-06 14:20:20"
"434","39","0","0","0","0","0","0","2020-12-06 14:20:21"
"435","0","30","0","0","0","0","0","2020-12-06 14:20:21"
"436","0","0","0","0","0","99","0","2020-12-06 14:20:21"
"437","0","0","0","0","19","0","0","2020-12-06 14:20:22"
"438","38","0","0","0","0","0","0","2020-12-06 14:20:22"
"439","0","27","0","0","0","0","0","2020-12-06 14:20:22"
"440","0","0","0","0","0","57","0","2020-12-06 14:20:22"
"441","0","0","0","0","0","0","ON","2020-12-06 14:20:22"
"442","0","0","0","ON","0","0","0","2020-12-06 14:20:22"
"443","0","0","642","0","0","0","0","2020-12-06 14:20:22"
"444","0","0","0","0","8","0","0","2020-12-06 14:20:23"
"445","36","0","0","0","0","0","0","2020-12-06 14:20:23"
"446","0","30","0","0","0","0","0","2020-12-06 14:20:23"
"447","0","0","0","0","0","86","0","2020-12-06 14:20:23"
"448","0","0","0","0","57","0","0","2020-12-06 14:20:24"
"449","33","0","0","0","0","0","0","2020-12-06 14:20:24"
"450","0","26","0","0","0","0","0","2020-12-06 14:20:24"
"451","0","0","0","0","0","93","0","2020-12-06 14:20:24"
"452","0","0","0","0","8","0","0","2020-12-06 14:20:25"
"453","40","0","0","0","0","0","0","2020-12-06 14:20:25"
"454","0","28","0","0","0","0","0","2020-12-06 14:20:25"
"455","0","0","0","0","0","75","0","2020-12-06 14:20:25"
"456","0","0","701","0","0","0","0","2020-12-06 14:20:25"
"457","0","0","0","0","52","0","0","2020-12-06 14:20:26"
"458","40","0","0","0","0","0","0","2020-12-06 14:20:26"
"459","0","24","0","0","0","0","0","2020-12-06 14:20:26"
"460","0","0","0","0","0","81","0","2020-12-06 14:20:26"
"461","0","0","0","0","18","0","0","2020-12-06 14:20:27"
"462","39","0","0","0","0","0","0","2020-12-06 14:20:27"
"463","0","26","0","0","0","0","0","2020-12-06 14:20:27"
"464","0","0","0","0","0","99","0","2020-12-06 14:20:27"
"465","0","0","0","0","0","0","OFF","2020-12-06 14:20:27"
